StationID,Survey,Strata,TrendStrata,AreaWeight,LOE,Score,Category
B08-6424,2008,Port,Ports/Marinas/Bays,1.307,Toxicity,2,Low
B08-6428,2008,Port,Ports/Marinas/Bays,1.307,Benthic,1,None
B08-6428,2008,Port,Ports/Marinas/Bays,1.307,Chemistry,2,Low
B08-6428,2008,Port,Ports/Marinas/Bays,1.307,SQO Integrated,1,Unimpacted
B08-6428,2008,Port,Ports/Marinas/Bays,1.307,Toxicity,1,None
B08-6432,2008,Bay,Ports/Marinas/Bays,2.041,SQO Integrated,1,Unimpacted
B08-6436,2008,Bay,Ports/Marinas/Bays,2.041,SQO Integrated,1,Unimpacted
B08-6437,2008,Bay,Ports/Marinas/Bays,2.041,Benthic,2,Low
B08-6437,2008,Bay,Ports/Marinas/Bays,2.041,Chemistry,4,High
B08-6437,2008,Bay,Ports/Marinas/Bays,2.041,SQO Integrated,3,Possibly impacted
B08-6437,2008,Bay,Ports/Marinas/Bays,2.041,Toxicity,2,Low
B08-6438,2008,Estuaries,Estuaries,0.484,Benthic,2,Low
B08-6438,2008,Estuaries,Estuaries,0.484,Chemistry,1,None
B08-6438,2008,Estuaries,Estuaries,0.484,SQO Integrated,1,Unimpacted
B08-6438,2008,Estuaries,Estuaries,0.484,Toxicity,1,None
B08-6442,2008,Estuaries,Estuaries,0.309,Benthic,1,None
B08-6442,2008,Estuaries,Estuaries,0.309,Chemistry,2,Low
B08-6442,2008,Estuaries,Estuaries,0.309,SQO Integrated,2,Likely unimpacted
B08-6442,2008,Estuaries,Estuaries,0.309,Toxicity,3,Moderate
B08-6443,2008,Port,Ports/Marinas/Bays,1.307,Benthic,2,Low
B08-6443,2008,Port,Ports/Marinas/Bays,1.307,Chemistry,2,Low
B08-6443,2008,Port,Ports/Marinas/Bays,1.307,SQO Integrated,1,Unimpacted
B08-6443,2008,Port,Ports/Marinas/Bays,1.307,Toxicity,1,None
B08-6444,2008,Bay,Ports/Marinas/Bays,2.041,SQO Integrated,2,Likely unimpacted
B08-6446,2008,Port,Ports/Marinas/Bays,1.307,Benthic,2,Low
B08-6446,2008,Port,Ports/Marinas/Bays,1.307,Chemistry,3,Moderate
B08-6446,2008,Port,Ports/Marinas/Bays,1.307,SQO Integrated,1,Unimpacted
B08-6446,2008,Port,Ports/Marinas/Bays,1.307,Toxicity,1,None
B08-6447,2008,Bay,Ports/Marinas/Bays,2.041,Benthic,2,Low
B08-6447,2008,Bay,Ports/Marinas/Bays,2.041,Chemistry,3,Moderate
B08-6447,2008,Bay,Ports/Marinas/Bays,2.041,SQO Integrated,3,Possibly impacted
B08-6447,2008,Bay,Ports/Marinas/Bays,2.041,Toxicity,2,Low
B08-6448,2008,Bay,Ports/Marinas/Bays,2.041,Benthic,2,Low
B08-6448,2008,Bay,Ports/Marinas/Bays,2.041,Chemistry,3,Moderate
B08-6448,2008,Bay,Ports/Marinas/Bays,2.041,SQO Integrated,3,Possibly impacted
B08-6448,2008,Bay,Ports/Marinas/Bays,2.041,Toxicity,3,Moderate
B08-6449,2008,Port,Ports/Marinas/Bays,1.307,Benthic,1,None
B08-6449,2008,Port,Ports/Marinas/Bays,1.307,Chemistry,2,Low
B08-6449,2008,Port,Ports/Marinas/Bays,1.307,SQO Integrated,1,Unimpacted
B08-6449,2008,Port,Ports/Marinas/Bays,1.307,Toxicity,1,None
B08-6450,2008,Port,Ports/Marinas/Bays,1.307,Benthic,2,Low
B08-6450,2008,Port,Ports/Marinas/Bays,1.307,Chemistry,2,Low
B08-6450,2008,Port,Ports/Marinas/Bays,1.307,SQO Integrated,1,Unimpacted
B08-6450,2008,Port,Ports/Marinas/Bays,1.307,Toxicity,1,None
B08-6451,2008,Estuaries,Estuaries,0.484,Benthic,2,Low
B08-6451,2008,Estuaries,Estuaries,0.484,Chemistry,2,Low
B08-6451,2008,Estuaries,Estuaries,0.484,SQO Integrated,1,Unimpacted
B08-6451,2008,Estuaries,Estuaries,0.484,Toxicity,1,None
B08-6460,2008,Port,Ports/Marinas/Bays,1.307,Benthic,2,Low
B08-6460,2008,Port,Ports/Marinas/Bays,1.307,Chemistry,1,None
B08-6460,2008,Port,Ports/Marinas/Bays,1.307,SQO Integrated,1,Unimpacted
B08-6460,2008,Port,Ports/Marinas/Bays,1.307,Toxicity,1,None
B08-6462,2008,Bay,Ports/Marinas/Bays,2.041,Benthic,2,Low
B08-6462,2008,Bay,Ports/Marinas/Bays,2.041,Chemistry,3,Moderate
B08-6462,2008,Bay,Ports/Marinas/Bays,2.041,SQO Integrated,3,Possibly impacted
B08-6462,2008,Bay,Ports/Marinas/Bays,2.041,Toxicity,3,Moderate
B08-6466,2008,Port,Ports/Marinas/Bays,1.307,Benthic,2,Low
B08-6466,2008,Port,Ports/Marinas/Bays,1.307,Chemistry,3,Moderate
B08-6466,2008,Port,Ports/Marinas/Bays,1.307,SQO Integrated,1,Unimpacted
B08-6466,2008,Port,Ports/Marinas/Bays,1.307,Toxicity,1,None
B08-6467,2008,Port,Ports/Marinas/Bays,1.307,Benthic,2,Low
B08-6467,2008,Port,Ports/Marinas/Bays,1.307,Chemistry,3,Moderate
B08-6467,2008,Port,Ports/Marinas/Bays,1.307,SQO Integrated,1,Unimpacted
B08-6467,2008,Port,Ports/Marinas/Bays,1.307,Toxicity,1,None
B08-6468,2008,Estuaries,Estuaries,0.309,Benthic,2,Low
B08-6468,2008,Estuaries,Estuaries,0.309,Chemistry,1,None
B08-6468,2008,Estuaries,Estuaries,0.309,SQO Integrated,2,Likely unimpacted
B08-6468,2008,Estuaries,Estuaries,0.309,Toxicity,2,Low
B08-6472,2008,Marina,Ports/Marinas/Bays,0.726,Benthic,2,Low
B08-6472,2008,Marina,Ports/Marinas/Bays,0.726,Chemistry,3,Moderate
B08-6472,2008,Marina,Ports/Marinas/Bays,0.726,SQO Integrated,3,Possibly impacted
B08-6472,2008,Marina,Ports/Marinas/Bays,0.726,Toxicity,3,Moderate
B08-6478,2008,Bay,Ports/Marinas/Bays,2.041,SQO Integrated,1,Unimpacted
B08-6479,2008,Marina,Ports/Marinas/Bays,0.726,Benthic,2,Low
B08-6479,2008,Marina,Ports/Marinas/Bays,0.726,Chemistry,3,Moderate
B08-6479,2008,Marina,Ports/Marinas/Bays,0.726,SQO Integrated,3,Possibly impacted
B08-6479,2008,Marina,Ports/Marinas/Bays,0.726,Toxicity,4,High
B08-6482,2008,Marina,Ports/Marinas/Bays,0.726,Benthic,2,Low
B08-6482,2008,Marina,Ports/Marinas/Bays,0.726,Chemistry,3,Moderate
B08-6482,2008,Marina,Ports/Marinas/Bays,0.726,SQO Integrated,1,Unimpacted
B08-6482,2008,Marina,Ports/Marinas/Bays,0.726,Toxicity,1,None
B08-6485,2008,Estuaries,Estuaries,0.484,Benthic,2,Low
B08-6485,2008,Estuaries,Estuaries,0.484,Chemistry,3,Moderate
B08-6485,2008,Estuaries,Estuaries,0.484,SQO Integrated,3,Possibly impacted
B08-6485,2008,Estuaries,Estuaries,0.484,Toxicity,3,Moderate
B08-6487,2008,Port,Ports/Marinas/Bays,1.307,Benthic,3,Moderate
B08-6487,2008,Port,Ports/Marinas/Bays,1.307,Chemistry,3,Moderate
B08-6487,2008,Port,Ports/Marinas/Bays,1.307,SQO Integrated,3,Possibly impacted
B08-6487,2008,Port,Ports/Marinas/Bays,1.307,Toxicity,1,None
B08-6489,2008,Marina,Ports/Marinas/Bays,0.726,Benthic,3,Moderate
B08-6489,2008,Marina,Ports/Marinas/Bays,0.726,Chemistry,4,High
B08-6489,2008,Marina,Ports/Marinas/Bays,0.726,SQO Integrated,4,Likely impacted
B08-6489,2008,Marina,Ports/Marinas/Bays,0.726,Toxicity,2,Low
B08-6493,2008,Port,Ports/Marinas/Bays,1.307,Benthic,2,Low
B08-6493,2008,Port,Ports/Marinas/Bays,1.307,Chemistry,3,Moderate
B08-6493,2008,Port,Ports/Marinas/Bays,1.307,SQO Integrated,1,Unimpacted
B08-6493,2008,Port,Ports/Marinas/Bays,1.307,Toxicity,1,None
B08-6500,2008,Estuaries,Estuaries,0.484,Benthic,4,High
B08-6500,2008,Estuaries,Estuaries,0.484,Chemistry,3,Moderate
B08-6500,2008,Estuaries,Estuaries,0.484,SQO Integrated,4,Likely impacted
B08-6500,2008,Estuaries,Estuaries,0.484,Toxicity,2,Low
B08-6508,2008,Estuaries,Estuaries,0.309,Benthic,2,Low
B08-6508,2008,Estuaries,Estuaries,0.309,Chemistry,3,Moderate
B08-6508,2008,Estuaries,Estuaries,0.309,SQO Integrated,1,Unimpacted
B08-6508,2008,Estuaries,Estuaries,0.309,Toxicity,1,None
B08-6513,2008,Marina,Ports/Marinas/Bays,0.726,Benthic,2,Low
B08-6513,2008,Marina,Ports/Marinas/Bays,0.726,Chemistry,4,High
B08-6513,2008,Marina,Ports/Marinas/Bays,0.726,SQO Integrated,2,Likely unimpacted
B08-6513,2008,Marina,Ports/Marinas/Bays,0.726,Toxicity,1,None
B08-6518,2008,Marina,Ports/Marinas/Bays,0.726,Benthic,2,Low
B08-6518,2008,Marina,Ports/Marinas/Bays,0.726,Chemistry,4,High
B08-6518,2008,Marina,Ports/Marinas/Bays,0.726,SQO Integrated,3,Possibly impacted
B08-6518,2008,Marina,Ports/Marinas/Bays,0.726,Toxicity,2,Low
B08-6520,2008,Estuaries,Estuaries,0.309,Benthic,3,Moderate
B08-6520,2008,Estuaries,Estuaries,0.309,Chemistry,2,Low
B08-6520,2008,Estuaries,Estuaries,0.309,SQO Integrated,4,Likely impacted
B08-6520,2008,Estuaries,Estuaries,0.309,Toxicity,4,High
B08-6527,2008,Marina,Ports/Marinas/Bays,0.726,Benthic,3,Moderate
B08-6527,2008,Marina,Ports/Marinas/Bays,0.726,Chemistry,4,High
B08-6527,2008,Marina,Ports/Marinas/Bays,0.726,SQO Integrated,5,Clearly impacted
B08-6527,2008,Marina,Ports/Marinas/Bays,0.726,Toxicity,3,Moderate
B08-6530,2008,Marina,Ports/Marinas/Bays,0.726,Benthic,3,Moderate
B08-6530,2008,Marina,Ports/Marinas/Bays,0.726,Chemistry,4,High
B08-6530,2008,Marina,Ports/Marinas/Bays,0.726,SQO Integrated,4,Likely impacted
B08-6530,2008,Marina,Ports/Marinas/Bays,0.726,Toxicity,1,None
B08-6539,2008,Estuaries,Estuaries,0.484,Benthic,3,Moderate
B08-6539,2008,Estuaries,Estuaries,0.484,Chemistry,3,Moderate
B08-6539,2008,Estuaries,Estuaries,0.484,SQO Integrated,4,Likely impacted
B08-6539,2008,Estuaries,Estuaries,0.484,Toxicity,2,Low
B08-6543,2008,Estuaries,Estuaries,0.484,Benthic,4,High
B08-6543,2008,Estuaries,Estuaries,0.484,Chemistry,3,Moderate
B08-6543,2008,Estuaries,Estuaries,0.484,SQO Integrated,4,Likely impacted
B08-6543,2008,Estuaries,Estuaries,0.484,Toxicity,4,High
B08-6546,2008,Port,Ports/Marinas/Bays,1.307,Benthic,2,Low
B08-6546,2008,Port,Ports/Marinas/Bays,1.307,Chemistry,3,Moderate
B08-6546,2008,Port,Ports/Marinas/Bays,1.307,SQO Integrated,1,Unimpacted
B08-6546,2008,Port,Ports/Marinas/Bays,1.307,Toxicity,1,None
B08-6549,2008,Marina,Ports/Marinas/Bays,0.726,Benthic,2,Low
B08-6549,2008,Marina,Ports/Marinas/Bays,0.726,Chemistry,3,Moderate
B08-6549,2008,Marina,Ports/Marinas/Bays,0.726,SQO Integrated,1,Unimpacted
B08-6549,2008,Marina,Ports/Marinas/Bays,0.726,Toxicity,1,None
B08-6553,2008,Estuaries,Estuaries,0.309,Benthic,2,Low
B08-6553,2008,Estuaries,Estuaries,0.309,Chemistry,4,High
B08-6553,2008,Estuaries,Estuaries,0.309,SQO Integrated,3,Possibly impacted
B08-6553,2008,Estuaries,Estuaries,0.309,Toxicity,2,Low
B08-6560,2008,Marina,Ports/Marinas/Bays,0.726,Benthic,2,Low
B08-6560,2008,Marina,Ports/Marinas/Bays,0.726,Chemistry,2,Low
B08-6560,2008,Marina,Ports/Marinas/Bays,0.726,SQO Integrated,2,Likely unimpacted
B08-6560,2008,Marina,Ports/Marinas/Bays,0.726,Toxicity,2,Low
B08-6562,2008,Estuaries,Estuaries,0.309,Benthic,3,Moderate
B08-6562,2008,Estuaries,Estuaries,0.309,Chemistry,2,Low
B08-6562,2008,Estuaries,Estuaries,0.309,SQO Integrated,3,Possibly impacted
B08-6562,2008,Estuaries,Estuaries,0.309,Toxicity,2,Low
B08-6570,2008,Port,Ports/Marinas/Bays,0.11,Benthic,3,Moderate
B08-6570,2008,Port,Ports/Marinas/Bays,0.11,Chemistry,3,Moderate
B08-6570,2008,Port,Ports/Marinas/Bays,0.11,SQO Integrated,3,Possibly impacted
B08-6570,2008,Port,Ports/Marinas/Bays,0.11,Toxicity,1,None
B08-6572,2008,Port,Ports/Marinas/Bays,0.458,Benthic,3,Moderate
B08-6572,2008,Port,Ports/Marinas/Bays,0.458,Chemistry,3,Moderate
B08-6572,2008,Port,Ports/Marinas/Bays,0.458,SQO Integrated,4,Likely impacted
B08-6572,2008,Port,Ports/Marinas/Bays,0.458,Toxicity,2,Low
B08-6649,2008,Marina,Ports/Marinas/Bays,0.726,Benthic,3,Moderate
B08-6649,2008,Marina,Ports/Marinas/Bays,0.726,Chemistry,3,Moderate
B08-6649,2008,Marina,Ports/Marinas/Bays,0.726,SQO Integrated,3,Possibly impacted
B08-6649,2008,Marina,Ports/Marinas/Bays,0.726,Toxicity,1,None
B08-6659,2008,Port,Ports/Marinas/Bays,0.11,Benthic,2,Low
B08-6659,2008,Port,Ports/Marinas/Bays,0.11,Chemistry,2,Low
B08-6659,2008,Port,Ports/Marinas/Bays,0.11,SQO Integrated,2,Likely unimpacted
B08-6659,2008,Port,Ports/Marinas/Bays,0.11,Toxicity,2,Low
B08-6660,2008,Port,Ports/Marinas/Bays,0.11,Benthic,2,Low
B08-6660,2008,Port,Ports/Marinas/Bays,0.11,Chemistry,3,Moderate
B08-6660,2008,Port,Ports/Marinas/Bays,0.11,SQO Integrated,1,Unimpacted
B08-6660,2008,Port,Ports/Marinas/Bays,0.11,Toxicity,1,None
B08-6661,2008,Port,Ports/Marinas/Bays,0.11,Benthic,3,Moderate
B08-6661,2008,Port,Ports/Marinas/Bays,0.11,Chemistry,2,Low
B08-6661,2008,Port,Ports/Marinas/Bays,0.11,SQO Integrated,4,Likely impacted
B08-6661,2008,Port,Ports/Marinas/Bays,0.11,Toxicity,3,Moderate
B08-7002,2008,Mid Shelf,Shelf,201.934,Benthic,1,None
B08-7002,2008,Mid Shelf,Shelf,201.934,Chemistry,1,None
B08-7002,2008,Mid Shelf,Shelf,201.934,SQO Integrated,1,Unimpacted
B08-7002,2008,Mid Shelf,Shelf,201.934,Toxicity,1,None
B08-7008,2008,Outer Shelf,Shelf,60.483,Benthic,1,None
B08-7008,2008,Outer Shelf,Shelf,60.483,Chemistry,1,None
B08-7008,2008,Outer Shelf,Shelf,60.483,SQO Integrated,1,Unimpacted
B08-7008,2008,Outer Shelf,Shelf,60.483,Toxicity,1,None
B08-7009,2008,Mid Shelf,Shelf,201.934,Benthic,1,None
B08-7009,2008,Mid Shelf,Shelf,201.934,Chemistry,1,None
B08-7009,2008,Mid Shelf,Shelf,201.934,SQO Integrated,1,Unimpacted
B08-7009,2008,Mid Shelf,Shelf,201.934,Toxicity,2,Low
B08-7122,2008,Mid Shelf,Shelf,201.934,Benthic,1,None
B08-7122,2008,Mid Shelf,Shelf,201.934,Chemistry,1,None
B08-7122,2008,Mid Shelf,Shelf,201.934,SQO Integrated,1,Unimpacted
B08-7122,2008,Mid Shelf,Shelf,201.934,Toxicity,1,None
B08-7158,2008,Outer Shelf,Shelf,60.483,Benthic,1,None
B08-7158,2008,Outer Shelf,Shelf,60.483,Chemistry,2,Low
B08-7158,2008,Outer Shelf,Shelf,60.483,SQO Integrated,1,Unimpacted
B08-7158,2008,Outer Shelf,Shelf,60.483,Toxicity,1,None
B08-7166,2008,Mid Shelf,Shelf,201.934,Benthic,1,None
B08-7166,2008,Mid Shelf,Shelf,201.934,Chemistry,1,None
B08-7166,2008,Mid Shelf,Shelf,201.934,SQO Integrated,1,Unimpacted
B08-7166,2008,Mid Shelf,Shelf,201.934,Toxicity,2,Low
B08-7208,2008,Outer Shelf,Shelf,60.483,Benthic,1,None
B08-7208,2008,Outer Shelf,Shelf,60.483,Chemistry,1,None
B08-7208,2008,Outer Shelf,Shelf,60.483,SQO Integrated,1,Unimpacted
B08-7208,2008,Outer Shelf,Shelf,60.483,Toxicity,2,Low
B08-7231,2008,Inner Shelf,Shelf,113.417,Benthic,1,None
B08-7231,2008,Inner Shelf,Shelf,113.417,Chemistry,1,None
B08-7231,2008,Inner Shelf,Shelf,113.417,SQO Integrated,1,Unimpacted
B08-7231,2008,Inner Shelf,Shelf,113.417,Toxicity,1,None
B08-7269,2008,Mid Shelf,Shelf,201.934,Benthic,1,None
B08-7269,2008,Mid Shelf,Shelf,201.934,Chemistry,1,None
B08-7269,2008,Mid Shelf,Shelf,201.934,SQO Integrated,1,Unimpacted
B08-7269,2008,Mid Shelf,Shelf,201.934,Toxicity,1,None
B08-7287,2008,Mid Shelf,Shelf,201.934,Benthic,1,None
B08-7287,2008,Mid Shelf,Shelf,201.934,Chemistry,2,Low
B08-7287,2008,Mid Shelf,Shelf,201.934,SQO Integrated,1,Unimpacted
B08-7287,2008,Mid Shelf,Shelf,201.934,Toxicity,1,None
B08-7293,2008,Inner Shelf,Shelf,113.417,Benthic,1,None
B08-7293,2008,Inner Shelf,Shelf,113.417,Chemistry,1,None
B08-7293,2008,Inner Shelf,Shelf,113.417,SQO Integrated,1,Unimpacted
B08-7293,2008,Inner Shelf,Shelf,113.417,Toxicity,1,None
B08-7300,2008,Inner Shelf,Shelf,113.417,Benthic,1,None
B08-7300,2008,Inner Shelf,Shelf,113.417,Chemistry,1,None
B08-7300,2008,Inner Shelf,Shelf,113.417,SQO Integrated,1,Unimpacted
B08-7300,2008,Inner Shelf,Shelf,113.417,Toxicity,1,None
B08-7301,2008,Mid Shelf,Shelf,201.934,Benthic,1,None
B08-7301,2008,Mid Shelf,Shelf,201.934,Chemistry,1,None
B08-7301,2008,Mid Shelf,Shelf,201.934,SQO Integrated,1,Unimpacted
B08-7301,2008,Mid Shelf,Shelf,201.934,Toxicity,1,None
B08-7321,2008,Inner Shelf,Shelf,113.417,Benthic,2,Low
B08-7321,2008,Inner Shelf,Shelf,113.417,Chemistry,2,Low
B08-7321,2008,Inner Shelf,Shelf,113.417,SQO Integrated,2,Likely unimpacted
B08-7321,2008,Inner Shelf,Shelf,113.417,Toxicity,2,Low
B08-7395,2008,Outer Shelf,Shelf,60.483,Benthic,1,None
B08-7395,2008,Outer Shelf,Shelf,60.483,Chemistry,3,Moderate
B08-7395,2008,Outer Shelf,Shelf,60.483,SQO Integrated,1,Unimpacted
B08-7395,2008,Outer Shelf,Shelf,60.483,Toxicity,1,None
B08-7417,2008,Mid Shelf,Shelf,201.934,Benthic,1,None
B08-7417,2008,Mid Shelf,Shelf,201.934,Chemistry,1,None
B08-7417,2008,Mid Shelf,Shelf,201.934,SQO Integrated,1,Unimpacted
B08-7417,2008,Mid Shelf,Shelf,201.934,Toxicity,1,None
B08-7461,2008,Mid Shelf,Shelf,201.934,Benthic,1,None
B08-7461,2008,Mid Shelf,Shelf,201.934,Chemistry,1,None
B08-7461,2008,Mid Shelf,Shelf,201.934,SQO Integrated,1,Unimpacted
B08-7461,2008,Mid Shelf,Shelf,201.934,Toxicity,1,None
B08-7517,2008,Inner Shelf,Shelf,113.417,Benthic,2,Low
B08-7517,2008,Inner Shelf,Shelf,113.417,Chemistry,2,Low
B08-7517,2008,Inner Shelf,Shelf,113.417,SQO Integrated,1,Unimpacted
B08-7517,2008,Inner Shelf,Shelf,113.417,Toxicity,1,None
B08-7528,2008,Outer Shelf,Shelf,60.483,Benthic,1,None
B08-7528,2008,Outer Shelf,Shelf,60.483,Chemistry,1,None
B08-7528,2008,Outer Shelf,Shelf,60.483,SQO Integrated,1,Unimpacted
B08-7528,2008,Outer Shelf,Shelf,60.483,Toxicity,2,Low
B08-7542,2008,Outer Shelf,Shelf,60.483,Benthic,1,None
B08-7542,2008,Outer Shelf,Shelf,60.483,Chemistry,1,None
B08-7542,2008,Outer Shelf,Shelf,60.483,SQO Integrated,1,Unimpacted
B08-7542,2008,Outer Shelf,Shelf,60.483,Toxicity,1,None
B08-7596,2008,Inner Shelf,Shelf,113.417,Benthic,1,None
B08-7596,2008,Inner Shelf,Shelf,113.417,Chemistry,1,None
B08-7596,2008,Inner Shelf,Shelf,113.417,SQO Integrated,1,Unimpacted
B08-7596,2008,Inner Shelf,Shelf,113.417,Toxicity,1,None
B08-7629,2008,Inner Shelf,Shelf,113.417,Benthic,1,None
B08-7629,2008,Inner Shelf,Shelf,113.417,Chemistry,1,None
B08-7629,2008,Inner Shelf,Shelf,113.417,SQO Integrated,1,Unimpacted
B08-7629,2008,Inner Shelf,Shelf,113.417,Toxicity,2,Low
B08-7652,2008,Outer Shelf,Shelf,60.483,Benthic,1,None
B08-7652,2008,Outer Shelf,Shelf,60.483,Chemistry,1,None
B08-7652,2008,Outer Shelf,Shelf,60.483,SQO Integrated,1,Unimpacted
B08-7652,2008,Outer Shelf,Shelf,60.483,Toxicity,1,None
B08-7654,2008,Outer Shelf,Shelf,60.483,Benthic,1,None
B08-7654,2008,Outer Shelf,Shelf,60.483,Chemistry,1,None
B08-7654,2008,Outer Shelf,Shelf,60.483,SQO Integrated,1,Unimpacted
B08-7654,2008,Outer Shelf,Shelf,60.483,Toxicity,1,None
B08-7681,2008,Inner Shelf,Shelf,113.417,Benthic,2,Low
B08-7681,2008,Inner Shelf,Shelf,113.417,Chemistry,1,None
B08-7681,2008,Inner Shelf,Shelf,113.417,SQO Integrated,1,Unimpacted
B08-7681,2008,Inner Shelf,Shelf,113.417,Toxicity,1,None
B08-7696,2008,Outer Shelf,Shelf,60.483,Benthic,1,None
B08-7696,2008,Outer Shelf,Shelf,60.483,Chemistry,1,None
B08-7696,2008,Outer Shelf,Shelf,60.483,SQO Integrated,1,Unimpacted
B08-7696,2008,Outer Shelf,Shelf,60.483,Toxicity,1,None
B08-7727,2008,Outer Shelf,Shelf,60.483,Benthic,1,None
B08-7727,2008,Outer Shelf,Shelf,60.483,Chemistry,2,Low
B08-7727,2008,Outer Shelf,Shelf,60.483,SQO Integrated,1,Unimpacted
B08-7727,2008,Outer Shelf,Shelf,60.483,Toxicity,1,None
B08-7728,2008,Inner Shelf,Shelf,113.417,Benthic,1,None
B08-7728,2008,Inner Shelf,Shelf,113.417,Chemistry,1,None
B08-7728,2008,Inner Shelf,Shelf,113.417,SQO Integrated,1,Unimpacted
B08-7728,2008,Inner Shelf,Shelf,113.417,Toxicity,2,Low
B08-7735,2008,Inner Shelf,Shelf,113.417,Benthic,2,Low
B08-7735,2008,Inner Shelf,Shelf,113.417,Chemistry,1,None
B08-7735,2008,Inner Shelf,Shelf,113.417,SQO Integrated,1,Unimpacted
B08-7735,2008,Inner Shelf,Shelf,113.417,Toxicity,1,None
B08-7741,2008,Mid Shelf,Shelf,201.934,Benthic,2,Low
B08-7741,2008,Mid Shelf,Shelf,201.934,Chemistry,2,Low
B08-7741,2008,Mid Shelf,Shelf,201.934,SQO Integrated,1,Unimpacted
B08-7741,2008,Mid Shelf,Shelf,201.934,Toxicity,1,None
B13-8002,2013,Estuaries,Estuaries,0.092009243,Benthic,3,Moderate
B13-8002,2013,Estuaries,Estuaries,0.092009243,Chemistry,1,None
B13-8002,2013,Estuaries,Estuaries,0.092009243,SQO Integrated,2,Likely unimpacted
B13-8002,2013,Estuaries,Estuaries,0.092009243,Toxicity,1,None
B13-8008,2013,Estuaries,Estuaries,0.092009243,Benthic,3,Moderate
B13-8008,2013,Estuaries,Estuaries,0.092009243,Chemistry,1,None
B13-8008,2013,Estuaries,Estuaries,0.092009243,SQO Integrated,2,Likely unimpacted
B13-8008,2013,Estuaries,Estuaries,0.092009243,Toxicity,1,None
B13-8013,2013,Marina,Ports/Marinas/Bays,0,Benthic,3,Moderate
B13-8013,2013,Marina,Ports/Marinas/Bays,0,Chemistry,3,Moderate
B13-8013,2013,Marina,Ports/Marinas/Bays,0,SQO Integrated,3,Possibly impacted
B13-8013,2013,Marina,Ports/Marinas/Bays,0,Toxicity,1,None
B13-8014,2013,Marina,Ports/Marinas/Bays,0,Benthic,3,Moderate
B13-8014,2013,Marina,Ports/Marinas/Bays,0,Chemistry,2,Low
B13-8014,2013,Marina,Ports/Marinas/Bays,0,SQO Integrated,2,Likely unimpacted
B13-8014,2013,Marina,Ports/Marinas/Bays,0,Toxicity,1,None
B13-8017,2013,Bay,Ports/Marinas/Bays,3.216436228,Benthic,2,Low
B13-8017,2013,Bay,Ports/Marinas/Bays,3.216436228,Chemistry,2,Low
B13-8017,2013,Bay,Ports/Marinas/Bays,3.216436228,SQO Integrated,1,Unimpacted
B13-8017,2013,Bay,Ports/Marinas/Bays,3.216436228,Toxicity,1,None
B13-8018,2013,Port,Ports/Marinas/Bays,0.276641652,Benthic,4,High
B13-8018,2013,Port,Ports/Marinas/Bays,0.276641652,Chemistry,1,None
B13-8018,2013,Port,Ports/Marinas/Bays,0.276641652,SQO Integrated,2,Likely unimpacted
B13-8018,2013,Port,Ports/Marinas/Bays,0.276641652,Toxicity,1,None
B13-8020,2013,Bay,Ports/Marinas/Bays,3.216436228,Benthic,2,Low
B13-8020,2013,Bay,Ports/Marinas/Bays,3.216436228,Chemistry,3,Moderate
B13-8020,2013,Bay,Ports/Marinas/Bays,3.216436228,SQO Integrated,1,Unimpacted
B13-8020,2013,Bay,Ports/Marinas/Bays,3.216436228,Toxicity,1,None
B13-8029,2013,Bay,Ports/Marinas/Bays,0.200865713,Benthic,2,Low
B13-8029,2013,Bay,Ports/Marinas/Bays,0.200865713,Chemistry,2,Low
B13-8029,2013,Bay,Ports/Marinas/Bays,0.200865713,SQO Integrated,1,Unimpacted
B13-8029,2013,Bay,Ports/Marinas/Bays,0.200865713,Toxicity,1,None
B13-8043,2013,Estuaries,Estuaries,0.288519581,Benthic,2,Low
B13-8043,2013,Estuaries,Estuaries,0.288519581,Chemistry,2,Low
B13-8043,2013,Estuaries,Estuaries,0.288519581,SQO Integrated,1,Unimpacted
B13-8043,2013,Estuaries,Estuaries,0.288519581,Toxicity,1,None
B13-8045,2013,Port,Ports/Marinas/Bays,0.831198858,Benthic,2,Low
B13-8045,2013,Port,Ports/Marinas/Bays,0.831198858,Chemistry,2,Low
B13-8045,2013,Port,Ports/Marinas/Bays,0.831198858,SQO Integrated,2,Likely unimpacted
B13-8045,2013,Port,Ports/Marinas/Bays,0.831198858,Toxicity,2,Low
B13-8052,2013,Bay,Ports/Marinas/Bays,3.216436228,Benthic,2,Low
B13-8052,2013,Bay,Ports/Marinas/Bays,3.216436228,Chemistry,2,Low
B13-8052,2013,Bay,Ports/Marinas/Bays,3.216436228,SQO Integrated,1,Unimpacted
B13-8052,2013,Bay,Ports/Marinas/Bays,3.216436228,Toxicity,1,None
B13-8056,2013,Port,Ports/Marinas/Bays,0.585492636,Benthic,3,Moderate
B13-8056,2013,Port,Ports/Marinas/Bays,0.585492636,Chemistry,3,Moderate
B13-8056,2013,Port,Ports/Marinas/Bays,0.585492636,SQO Integrated,3,Possibly impacted
B13-8056,2013,Port,Ports/Marinas/Bays,0.585492636,Toxicity,1,None
B13-8058,2013,Bay,Ports/Marinas/Bays,3.216436228,Benthic,2,Low
B13-8058,2013,Bay,Ports/Marinas/Bays,3.216436228,Chemistry,2,Low
B13-8058,2013,Bay,Ports/Marinas/Bays,3.216436228,SQO Integrated,1,Unimpacted
